ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000006.SZ,20260224,9.6,9.6,9.2,9.27,9.43,-0.16,-1.6967,310211.83,287748.142
000006.SZ,20260225,9.27,9.85,9.24,9.68,9.27,0.41,4.4229,460823.15,443432.602
000006.SZ,20260226,9.68,9.72,9.25,9.32,9.68,-0.36,-3.719,397019.91,373627.625
000006.SZ,20260227,9.32,9.32,9.14,9.28,9.32,-0.04,-0.4292,237261.17,218922.885
000006.SZ,20260302,9.05,9.09,8.82,8.94,9.28,-0.34,-3.6638,322868.93,289234.379
000006.SZ,20260303,8.91,9.03,8.51,8.56,8.94,-0.38,-4.2506,298327.02,260234.437
000006.SZ,20260304,8.37,8.7,8.31,8.56,8.56,0.0,0.0,182373.0,156255.311
000006.SZ,20260305,8.72,8.99,8.65,8.71,8.56,0.15,1.7523,224832.1,197613.074
000006.SZ,20260306,8.62,9.32,8.6,9.13,8.71,0.42,4.822,399069.52,361877.351
000006.SZ,20260309,9.02,9.06,8.63,8.85,9.13,-0.28,-3.0668,359697.63,316014.578
000006.SZ,20260310,8.92,9.19,8.9,9.14,8.85,0.29,3.2768,279199.84,253164.375
000006.SZ,20260311,9.14,9.19,9.04,9.13,9.14,-0.01,-0.1094,195758.09,178580.364
000006.SZ,20260312,9.11,9.18,8.95,9.09,9.13,-0.04,-0.4381,159067.6,143621.198
000006.SZ,20260313,9.03,9.21,8.98,9.03,9.09,-0.06,-0.6601,196765.76,179324.631
000006.SZ,20260316,9.0,9.19,8.97,9.16,9.03,0.13,1.4396,239468.47,217946.655
000006.SZ,20260317,9.17,9.26,9.05,9.05,9.16,-0.11,-1.2009,233330.9,214007.993
000006.SZ,20260318,9.05,9.26,9.0,9.24,9.05,0.19,2.0994,260689.52,238806.656
000006.SZ,20260319,9.14,9.3,8.99,9.07,9.24,-0.17,-1.8398,296256.53,269652.717
000006.SZ,20260320,9.11,9.24,8.78,8.78,9.07,-0.29,-3.1974,263502.43,236504.153
000006.SZ,20260323,8.55,8.59,8.0,8.12,8.78,-0.66,-7.5171,351661.4,292416.49
000006.SZ,20260324,8.29,8.46,8.15,8.44,8.12,0.32,3.9409,233189.83,193471.51
000006.SZ,20260325,8.5,9.09,8.39,8.86,8.44,0.42,4.9763,416957.97,365175.631
000006.SZ,20260326,8.88,9.55,8.88,9.05,8.86,0.19,2.1445,488675.81,448621.632
000006.SZ,20260327,8.9,9.03,8.8,8.99,9.05,-0.06,-0.663,226626.87,202673.245
000006.SZ,20260330,8.86,8.95,8.72,8.84,8.99,-0.15,-1.6685,209466.28,185256.704
000006.SZ,20260331,8.81,9.04,8.6,8.6,8.84,-0.24,-2.7149,224100.46,197072.29
000006.SZ,20260401,8.72,8.93,8.71,8.87,8.6,0.27,3.1395,195809.02,172909.463
000006.SZ,20260402,8.91,9.17,8.8,8.92,8.87,0.05,0.5637,330700.56,296689.891
000006.SZ,20260403,8.86,8.88,8.09,8.15,8.92,-0.77,-8.6323,471328.57,393208.551
000006.SZ,20260407,8.16,8.3,7.98,8.28,8.15,0.13,1.5951,253392.84,206580.168
000006.SZ,20260408,8.48,8.64,8.35,8.61,8.28,0.33,3.9855,264997.39,225437.366
000006.SZ,20260409,8.58,8.67,8.37,8.52,8.61,-0.09,-1.0453,171588.11,146037.144
000006.SZ,20260410,8.54,8.9,8.54,8.68,8.52,0.16,1.8779,192626.52,168802.101
000006.SZ,20260413,8.56,8.66,8.45,8.58,8.68,-0.1,-1.1521,193594.44,165703.52
000006.SZ,20260414,8.62,8.93,8.47,8.85,8.58,0.27,3.1469,303714.54,265470.971
000006.SZ,20260415,8.84,8.94,8.74,8.78,8.85,-0.07,-0.791,197441.98,174706.754
000006.SZ,20260416,8.76,9.47,8.73,9.4,8.78,0.62,7.0615,411581.83,375650.981
000006.SZ,20260417,9.38,9.71,9.21,9.57,9.4,0.17,1.8085,448093.08,424627.29
000006.SZ,20260420,9.48,9.8,9.36,9.73,9.57,0.16,1.6719,366511.47,354257.104
000006.SZ,20260421,9.73,9.89,9.58,9.67,9.73,-0.06,-0.6166,245264.63,237715.43
000006.SZ,20260422,9.6,9.88,9.55,9.76,9.67,0.09,0.9307,271652.15,264414.488
000006.SZ,20260423,9.72,10.04,9.66,9.72,9.76,-0.04,-0.4098,334089.04,327771.328
000006.SZ,20260424,9.72,9.9,9.72,9.88,9.72,0.16,1.6461,293293.8,288699.468
000006.SZ,20260427,9.76,9.78,9.14,9.35,9.88,-0.53,-5.3644,363387.71,340638.474
000006.SZ,20260428,9.41,9.44,9.13,9.18,9.35,-0.17,-1.8182,212435.99,196912.21
000006.SZ,20260429,9.17,9.54,9.09,9.51,9.18,0.33,3.5948,236285.23,221527.957
000006.SZ,20260430,9.67,9.71,9.39,9.7,9.51,0.19,1.9979,284857.82,272659.465
000006.SZ,20260506,9.59,9.62,9.3,9.47,9.7,-0.23,-2.3711,426100.58,401899.192
000006.SZ,20260507,9.63,9.64,9.3,9.44,9.47,-0.03,-0.3168,289643.16,273799.875
000006.SZ,20260508,9.41,9.63,9.37,9.45,9.44,0.01,0.1059,247958.96,235372.191
000006.SZ,20260511,9.36,9.58,9.25,9.5,9.45,0.05,0.5291,337625.86,319357.762
000006.SZ,20260512,9.6,10.45,9.48,10.45,9.5,0.95,10.0,814303.9,831437.63
000006.SZ,20260513,10.63,10.99,10.33,10.38,10.45,-0.07,-0.6699,1278247.59,1358961.309
000006.SZ,20260514,10.38,10.45,9.93,9.94,10.38,-0.44,-4.2389,630318.14,637023.898
000006.SZ,20260515,9.95,10.25,9.62,9.72,9.94,-0.22,-2.2133,468012.5,462786.783
000006.SZ,20260518,9.79,10.69,9.79,10.69,9.72,0.97,9.9794,344267.73,358792.642
000006.SZ,20260519,10.98,11.25,10.66,11.14,10.69,0.45,4.2095,942127.71,1038300.117
000006.SZ,20260520,11.21,11.25,10.75,10.86,11.14,-0.28,-2.5135,507032.55,551997.896
000006.SZ,20260521,10.86,11.18,10.45,10.46,10.86,-0.4,-3.6832,564050.99,611755.091
